grass,12901032915002333402,36.238205,-1.404205,-21.775351,0.000000,0.000000,0.000000,1.000000
grass,12901598743378481266,26.781757,-1.601819,-36.051388,0.000000,0.000000,0.000000,1.000000
grass,11771263626872144132,26.637358,-1.603874,-36.114857,0.000000,0.000000,0.000000,1.000000
grass,17250234991768989668,36.272480,-1.341093,-21.942743,0.000000,0.000000,0.000000,1.000000
pinetree,4001745647572291469,11.686629,-0.848576,-77.203995,0.000000,0.000000,0.000000,1.000000
pinetree,11571083509966563623,25.086449,-2.166300,-31.345846,0.000000,0.000000,0.000000,0.100000
grass,5981945743990844830,36.369835,-1.267720,-22.118181,0.000000,0.000000,0.000000,1.000000
grass,865167863123270938,29.589279,-0.433324,-12.593977,0.000000,0.000000,0.000000,1.000000
grass,14795405019995373539,36.436531,-1.319597,-21.948965,0.000000,0.000000,0.000000,1.000000
grass,11879869272108119038,40.792583,-0.840438,-20.659510,0.000000,0.000000,0.000000,1.000000
grass,8734995029274750029,36.430561,-1.323450,-21.940037,1.000000,1.000000,1.000000,1.000000
pinetree,16377729271647495981,35.179214,0.248804,-25.769138,1.000000,1.000000,797.000000,1.000000
grass,7786314745704067666,36.690655,-1.225139,-22.131887,1.000000,1.000000,1.000000,1.000000
grass,13133482483098713029,36.774117,-1.203119,-22.166458,1.000000,1.000000,1.000000,1.000000
grass,13753841752002607737,35.047192,0.207374,-25.710445,1.000000,1.000000,-25.000000,1.000000
grass,6595613504025837527,36.624584,-1.204569,-22.212193,1.000000,1.000000,1.000000,1.000000
grass,11908846709916911442,36.815910,-1.165289,-22.259712,1.000000,1.000000,1.000000,1.000000
grass,12157470071783610869,36.692638,-1.188420,-22.235264,1.000000,1.000000,1.000000,1.000000
grass,13528341932156935736,36.856354,-1.182742,-22.196781,1.000000,1.000000,1.000000,1.000000
grass,4582036019271284937,36.768593,-1.224264,-22.108387,1.000000,1.000000,1.000000,1.000000
grass,6428530794383426327,11.819405,-0.620958,-78.559486,1.000000,1.000000,1.000000,1.000000
grass,7818783269906151258,12.584229,-0.702685,-78.867607,1.000000,1.000000,1.000000,1.300000
grass,482171222607362707,38.719353,0.705250,-25.887632,1.000000,1.000000,1.000000,1.300000
grass,4030105382094629403,35.239758,0.675266,-29.420090,1.000000,1.000000,1.000000,1.300000
grass,13222979542713135646,36.796066,-1.124642,-22.381491,1.000000,1.000000,1.000000,1.000000
pinetree,18141542728347162533,21.590960,-0.647060,-39.847061,1.000000,1.000000,1.000000,1.000000
grass,14137438746712883712,36.808479,-1.241237,-22.047001,1.000000,1.000000,1.000000,1.000000
grass,11546075893852669049,40.997013,-0.785619,-20.610399,1.000000,1.000000,1.000000,1.000000
grass,15407694376623590186,36.707218,-1.267773,-22.005569,1.000000,1.000000,1.000000,1.000000
grass,12899122147859377762,36.557617,-1.307472,-21.942957,1.000000,1.000000,1.000000,1.000000
grass,6524510973183423291,36.583553,-1.208731,-22.214077,1.000000,1.000000,1.000000,1.000000
grass,6300181107852564724,36.320267,-1.272168,-22.122103,1.000000,1.000000,1.000000,1.000000
pinetree,12848990924184772141,26.555843,0.285517,-48.092400,1.000000,1.000000,1.000000,1.600000
pinetree,17012315395277313298,36.437702,1.209086,-60.222778,1.000000,1.000000,1.000000,1.600000
pinetree,9219912090591125574,36.361427,3.923120,-79.930794,1.000000,1.000000,1.000000,1.600000
grass,1341764291389049345,26.359165,1.678976,-112.293938,1.000000,1.000000,1.000000,1.000000
grass,17884345283993276397,25.636158,1.578392,-112.719833,1.000000,1.000000,1.000000,1.000000
grass,14441931825708255367,24.611320,1.337062,-113.357620,1.000000,1.000000,1.000000,1.000000
grass,11026405574140750654,23.935299,1.070289,-114.273148,1.000000,1.000000,1.000000,1.000000
grass,9954558524455402202,25.019930,1.463778,-113.077820,1.000000,1.000000,1.000000,1.000000
grass,12004511764458082465,24.356382,1.242170,-113.654327,1.000000,1.000000,1.000000,1.000000
grass,7873746976814918925,30.159580,1.216521,-115.286972,365.000000,1.000000,1.000000,3.299999
grass,8089452267107327795,25.605289,1.185323,-118.969948,365.000000,1.000000,1.000000,3.299999
pinetree,13303659672744421654,82.832214,3.746913,-62.516541,1.000000,1.000000,1.000000,5.099998
pinetree,12315467632612693844,21.284460,-0.713991,-35.338779,1.000000,1.000000,1.000000,1.000000
pinetree,3423934152792362142,36.455021,1.207935,-60.232555,1.000000,1.000000,1.000000,1.000000
pinetree,3667324174068071746,34.560322,0.595333,-29.287388,1.000000,1.000000,1.000000,1.000000
pinetree,10908238176131694810,34.819725,0.620277,-27.952620,1.000000,1.000000,1.000000,1.000000
pinetree,761383477036298794,35.589550,0.570640,-27.175217,1.000000,1.000000,1.000000,1.000000
pinetree,8632170087549158110,28.152134,0.235182,-56.597382,1.000000,1.000000,1.000000,2.300000
pinetree,18227241498677973634,30.390232,1.161209,-52.190662,309.000000,67.000000,19.000000,2.100000
